"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"8871",65,"trials-unk-election","PennController","68","_Trial_","End","1746127942449","e_y4","h","NULL","28"
"8872",66,"trials-unk-election","PennController","69","_Trial_","Start","1746127942451","e_y4","h","NULL","28"
"8873",66,"trials-unk-election","Selector","selection","Selection","correct","1746127958493","e_y4","h","correct;incorrect","28"
"8874",66,"trials-unk-election","PennController","69","_Trial_","End","1746127958928","e_y4","h","NULL","28"
"8875",67,"trials-unk-election","PennController","70","_Trial_","Start","1746127958929","e_y1","h","NULL","28"
"8876",67,"trials-unk-election","Scale","slider-1","Default","0","1746127958931","e_y1","h","slider","28"
"8877",67,"trials-unk-election","Scale","slider-2","Choice","100","1746127978770","e_y1","h","184","28"
"8878",67,"trials-unk-election","Scale","slider-3","Default","0","1746127958931","e_y1","h","slider","28"
"8879",67,"trials-unk-election","PennController","70","_Trial_","End","1746128014360","e_y1","h","NULL","28"
"8880",68,"trials-unk-election","PennController","71","_Trial_","Start","1746128014362","e_y7","h","NULL","28"
"8881",68,"trials-unk-election","Scale","slider-1","Choice","100","1746128026567","e_y7","h","149","28"
"8882",68,"trials-unk-election","Scale","slider-2","Default","0","1746128014364","e_y7","h","slider","28"
"8883",68,"trials-unk-election","Scale","slider-3","Default","0","1746128014365","e_y7","h","slider","28"
"8884",68,"trials-unk-election","PennController","71","_Trial_","End","1746128027969","e_y7","h","NULL","28"
"8885",69,"trials-unk-election","PennController","72","_Trial_","Start","1746128027970","e_y8","h","NULL","28"
"8886",69,"trials-unk-election","Scale","slider-1","Choice","100","1746128041527","e_y8","h","180","28"
"8887",69,"trials-unk-election","Scale","slider-2","Default","0","1746128027972","e_y8","h","slider","28"
"8888",69,"trials-unk-election","Scale","slider-3","Default","0","1746128027972","e_y8","h","slider","28"
"8889",69,"trials-unk-election","PennController","72","_Trial_","End","1746128042378","e_y8","h","NULL","28"
"8890",70,"trials-unk-election","PennController","73","_Trial_","Start","1746128042379","e_y8","h","NULL","28"
"8891",70,"trials-unk-election","Selector","selection","Selection","correct","1746128051654","e_y8","h","correct;incorrect","28"
"8892",70,"trials-unk-election","PennController","73","_Trial_","End","1746128052204","e_y8","h","NULL","28"
"8893",71,"trials-unk-election","PennController","74","_Trial_","Start","1746128052205","e_y6","h","NULL","28"
"8894",71,"trials-unk-election","Scale","slider-1","Choice","100","1746128064981","e_y6","h","215","28"
"8895",71,"trials-unk-election","Scale","slider-2","Default","0","1746128052206","e_y6","h","slider","28"
"8896",71,"trials-unk-election","Scale","slider-3","Default","0","1746128052206","e_y6","h","slider","28"
"8897",71,"trials-unk-election","PennController","74","_Trial_","End","1746128066855","e_y6","h","NULL","28"
"8898",72,"trials-unk-election","PennController","75","_Trial_","Start","1746128066856","e_y2","h","NULL","28"
"8899",72,"trials-unk-election","Scale","slider-1","Default","0","1746128066858","e_y2","h","slider","28"
"8900",72,"trials-unk-election","Scale","slider-2","Choice","100","1746128076854","e_y2","h","127","28"
"8901",72,"trials-unk-election","Scale","slider-3","Default","0","1746128066858","e_y2","h","slider","28"
"8902",72,"trials-unk-election","PennController","75","_Trial_","End","1746128077657","e_y2","h","NULL","28"
"8903",73,"break-2","PennController","18","_Trial_","Start","1746128077658","NULL","","","28"
"8904",73,"break-2","PennController","18","_Trial_","End","1746128078921","NULL","","","28"
"8905",74,"interpretation-A-instruction","PennController","76","_Trial_","Start","1746128078922","NULL","","","28"
"8906",74,"interpretation-A-instruction","PennController","76","_Trial_","End","1746128082272","NULL","","","28"
"8907",75,"interpretation-A-trials","PennController","77","_Trial_","Start","1746128082274","e_y4","h","NULL","28"
"8908",75,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128093655","e_y4","h","Status","28"
"8909",75,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128093655","e_y4","h","Status","28"
"8910",75,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128093655","e_y4","h","Status","28"
"8911",75,"interpretation-A-trials","Scale","interpretation","40%","checked","1746128093655","e_y4","h","Status","28"
"8912",75,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128093655","e_y4","h","Status","28"
"8913",75,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128093655","e_y4","h","Status","28"
"8914",75,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128093655","e_y4","h","Status","28"
"8915",75,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128093655","e_y4","h","Status","28"
"8916",75,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128093655","e_y4","h","Status","28"
"8917",75,"interpretation-A-trials","Scale","interpretation","Choice","40%","1746128093101","e_y4","h","NULL","28"
"8918",75,"interpretation-A-trials","PennController","77","_Trial_","End","1746128093655","e_y4","h","NULL","28"
"8919",76,"interpretation-A-trials","PennController","78","_Trial_","Start","1746128093656","e_y8","h","NULL","28"
"8920",76,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128104076","e_y8","h","Status","28"
"8921",76,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128104076","e_y8","h","Status","28"
"8922",76,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128104076","e_y8","h","Status","28"
"8923",76,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128104076","e_y8","h","Status","28"
"8924",76,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128104076","e_y8","h","Status","28"
"8925",76,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128104076","e_y8","h","Status","28"
"8926",76,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128104076","e_y8","h","Status","28"
"8927",76,"interpretation-A-trials","Scale","interpretation","80%","checked","1746128104076","e_y8","h","Status","28"
"8928",76,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128104076","e_y8","h","Status","28"
"8929",76,"interpretation-A-trials","Scale","interpretation","Choice","80%","1746128103296","e_y8","h","NULL","28"
"8930",76,"interpretation-A-trials","PennController","78","_Trial_","End","1746128104076","e_y8","h","NULL","28"
"8931",77,"interpretation-A-trials","PennController","79","_Trial_","Start","1746128104078","e_y1","h","NULL","28"
"8932",77,"interpretation-A-trials","Scale","interpretation","10%","checked","1746128113774","e_y1","h","Status","28"
"8933",77,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128113774","e_y1","h","Status","28"
"8934",77,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128113774","e_y1","h","Status","28"
"8935",77,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128113774","e_y1","h","Status","28"
"8936",77,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128113774","e_y1","h","Status","28"
"8937",77,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128113774","e_y1","h","Status","28"
"8938",77,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128113774","e_y1","h","Status","28"
"8939",77,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128113774","e_y1","h","Status","28"
"8940",77,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128113774","e_y1","h","Status","28"
"8941",77,"interpretation-A-trials","Scale","interpretation","Choice","10%","1746128113151","e_y1","h","NULL","28"
"8942",77,"interpretation-A-trials","PennController","79","_Trial_","End","1746128113775","e_y1","h","NULL","28"
"8943",78,"interpretation-A-trials","PennController","80","_Trial_","Start","1746128113776","e_y7","h","NULL","28"
"8944",78,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128124349","e_y7","h","Status","28"
"8945",78,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128124349","e_y7","h","Status","28"
"8946",78,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128124349","e_y7","h","Status","28"
"8947",78,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128124349","e_y7","h","Status","28"
"8948",78,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128124349","e_y7","h","Status","28"
"8949",78,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128124349","e_y7","h","Status","28"
"8950",78,"interpretation-A-trials","Scale","interpretation","70%","checked","1746128124349","e_y7","h","Status","28"
"8951",78,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128124349","e_y7","h","Status","28"
"8952",78,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128124349","e_y7","h","Status","28"
"8953",78,"interpretation-A-trials","Scale","interpretation","Choice","70%","1746128123922","e_y7","h","NULL","28"
"8954",78,"interpretation-A-trials","PennController","80","_Trial_","End","1746128124349","e_y7","h","NULL","28"
"8955",79,"interpretation-A-trials","PennController","81","_Trial_","Start","1746128124351","e_y3","h","NULL","28"
"8956",79,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128134846","e_y3","h","Status","28"
"8957",79,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128134846","e_y3","h","Status","28"
"8958",79,"interpretation-A-trials","Scale","interpretation","30%","checked","1746128134846","e_y3","h","Status","28"
"8959",79,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128134846","e_y3","h","Status","28"
"8960",79,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128134846","e_y3","h","Status","28"
"8961",79,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128134846","e_y3","h","Status","28"
"8962",79,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128134846","e_y3","h","Status","28"
"8963",79,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128134846","e_y3","h","Status","28"
"8964",79,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128134846","e_y3","h","Status","28"
"8965",79,"interpretation-A-trials","Scale","interpretation","Choice","30%","1746128134474","e_y3","h","NULL","28"
"8966",79,"interpretation-A-trials","PennController","81","_Trial_","End","1746128134847","e_y3","h","NULL","28"
"8967",80,"interpretation-A-trials","PennController","82","_Trial_","Start","1746128134848","e_y2","h","NULL","28"
"8968",80,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128146658","e_y2","h","Status","28"
"8969",80,"interpretation-A-trials","Scale","interpretation","20%","checked","1746128146658","e_y2","h","Status","28"
"8970",80,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128146658","e_y2","h","Status","28"
"8971",80,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128146658","e_y2","h","Status","28"
"8972",80,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128146658","e_y2","h","Status","28"
"8973",80,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128146658","e_y2","h","Status","28"
"8974",80,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128146658","e_y2","h","Status","28"
"8975",80,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128146658","e_y2","h","Status","28"
"8976",80,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128146658","e_y2","h","Status","28"
"8977",80,"interpretation-A-trials","Scale","interpretation","Choice","30%","1746128146207","e_y2","h","NULL","28"
"8978",80,"interpretation-A-trials","PennController","82","_Trial_","End","1746128146659","e_y2","h","NULL","28"
"8979",81,"interpretation-A-trials","PennController","83","_Trial_","Start","1746128146661","e_y6","h","NULL","28"
"8980",81,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128157966","e_y6","h","Status","28"
"8981",81,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128157966","e_y6","h","Status","28"
"8982",81,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128157966","e_y6","h","Status","28"
"8983",81,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128157966","e_y6","h","Status","28"
"8984",81,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128157966","e_y6","h","Status","28"
"8985",81,"interpretation-A-trials","Scale","interpretation","60%","checked","1746128157966","e_y6","h","Status","28"
"8986",81,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128157966","e_y6","h","Status","28"
"8987",81,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128157966","e_y6","h","Status","28"
"8988",81,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128157966","e_y6","h","Status","28"
"8989",81,"interpretation-A-trials","Scale","interpretation","Choice","60%","1746128157592","e_y6","h","NULL","28"
"8990",81,"interpretation-A-trials","PennController","83","_Trial_","End","1746128157967","e_y6","h","NULL","28"
"8991",82,"interpretation-A-trials","PennController","84","_Trial_","Start","1746128157969","e_y9","h","NULL","28"
"8992",82,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128168831","e_y9","h","Status","28"
"8993",82,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128168831","e_y9","h","Status","28"
"8994",82,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128168831","e_y9","h","Status","28"
"8995",82,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128168831","e_y9","h","Status","28"
"8996",82,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1746128168831","e_y9","h","Status","28"
"8997",82,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128168831","e_y9","h","Status","28"
"8998",82,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128168831","e_y9","h","Status","28"
"8999",82,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128168831","e_y9","h","Status","28"
"9000",82,"interpretation-A-trials","Scale","interpretation","90%","checked","1746128168831","e_y9","h","Status","28"
"9001",82,"interpretation-A-trials","Scale","interpretation","Choice","80%","1746128168354","e_y9","h","NULL","28"
"9002",82,"interpretation-A-trials","PennController","84","_Trial_","End","1746128168831","e_y9","h","NULL","28"
"9003",83,"interpretation-A-trials","PennController","85","_Trial_","Start","1746128168833","e_y5","h","NULL","28"
"9004",83,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1746128182846","e_y5","h","Status","28"
"9005",83,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1746128182846","e_y5","h","Status","28"
"9006",83,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1746128182846","e_y5","h","Status","28"
"9007",83,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1746128182846","e_y5","h","Status","28"
"9008",83,"interpretation-A-trials","Scale","interpretation","50%","checked","1746128182846","e_y5","h","Status","28"
"9009",83,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1746128182846","e_y5","h","Status","28"
"9010",83,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1746128182846","e_y5","h","Status","28"
"9011",83,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1746128182846","e_y5","h","Status","28"
"9012",83,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1746128182846","e_y5","h","Status","28"
"9013",83,"interpretation-A-trials","Scale","interpretation","Choice","50%","1746128182484","e_y5","h","NULL","28"
"9014",83,"interpretation-A-trials","PennController","85","_Trial_","End","1746128182846","e_y5","h","NULL","28"
"9015",84,"interpretation-B-instruction","PennController","86","_Trial_","Start","1746128182847","NULL","","","28"
"9016",84,"interpretation-B-instruction","PennController","86","_Trial_","End","1746128186588","NULL","","","28"
"9017",85,"interpretation-B-trials","PennController","87","_Trial_","Start","1746128186589","g_o2","h","NULL","28"
"9018",85,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128194708","g_o2","h","Status","28"
"9019",85,"interpretation-B-trials","Scale","interpretation","20%","checked","1746128194708","g_o2","h","Status","28"
"9020",85,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128194708","g_o2","h","Status","28"
"9021",85,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128194708","g_o2","h","Status","28"
"9022",85,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128194708","g_o2","h","Status","28"
"9023",85,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128194708","g_o2","h","Status","28"
"9024",85,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128194708","g_o2","h","Status","28"
"9025",85,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128194708","g_o2","h","Status","28"
"9026",85,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128194708","g_o2","h","Status","28"
"9027",85,"interpretation-B-trials","Scale","interpretation","Choice","20%","1746128194289","g_o2","h","NULL","28"
"9028",85,"interpretation-B-trials","PennController","87","_Trial_","End","1746128194708","g_o2","h","NULL","28"
"9029",86,"interpretation-B-trials","PennController","88","_Trial_","Start","1746128194710","g_o6","h","NULL","28"
"9030",86,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128205825","g_o6","h","Status","28"
"9031",86,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128205825","g_o6","h","Status","28"
"9032",86,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128205825","g_o6","h","Status","28"
"9033",86,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128205825","g_o6","h","Status","28"
"9034",86,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128205825","g_o6","h","Status","28"
"9035",86,"interpretation-B-trials","Scale","interpretation","60%","checked","1746128205825","g_o6","h","Status","28"
"9036",86,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128205825","g_o6","h","Status","28"
"9037",86,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128205825","g_o6","h","Status","28"
"9038",86,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128205825","g_o6","h","Status","28"
"9039",86,"interpretation-B-trials","Scale","interpretation","Choice","60%","1746128205472","g_o6","h","NULL","28"
"9040",86,"interpretation-B-trials","PennController","88","_Trial_","End","1746128205825","g_o6","h","NULL","28"
"9041",87,"interpretation-B-trials","PennController","89","_Trial_","Start","1746128205826","g_o9","h","NULL","28"
"9042",87,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128215093","g_o9","h","Status","28"
"9043",87,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128215093","g_o9","h","Status","28"
"9044",87,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128215093","g_o9","h","Status","28"
"9045",87,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128215093","g_o9","h","Status","28"
"9046",87,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128215093","g_o9","h","Status","28"
"9047",87,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128215093","g_o9","h","Status","28"
"9048",87,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128215093","g_o9","h","Status","28"
"9049",87,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128215093","g_o9","h","Status","28"
"9050",87,"interpretation-B-trials","Scale","interpretation","90%","checked","1746128215093","g_o9","h","Status","28"
"9051",87,"interpretation-B-trials","Scale","interpretation","Choice","80%","1746128214617","g_o9","h","NULL","28"
"9052",87,"interpretation-B-trials","PennController","89","_Trial_","End","1746128215094","g_o9","h","NULL","28"
"9053",88,"interpretation-B-trials","PennController","90","_Trial_","Start","1746128215096","g_o4","h","NULL","28"
"9054",88,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128225933","g_o4","h","Status","28"
"9055",88,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128225933","g_o4","h","Status","28"
"9056",88,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128225933","g_o4","h","Status","28"
"9057",88,"interpretation-B-trials","Scale","interpretation","40%","checked","1746128225933","g_o4","h","Status","28"
"9058",88,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128225933","g_o4","h","Status","28"
"9059",88,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128225933","g_o4","h","Status","28"
"9060",88,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128225933","g_o4","h","Status","28"
"9061",88,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128225933","g_o4","h","Status","28"
"9062",88,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128225933","g_o4","h","Status","28"
"9063",88,"interpretation-B-trials","Scale","interpretation","Choice","40%","1746128225483","g_o4","h","NULL","28"
"9064",88,"interpretation-B-trials","PennController","90","_Trial_","End","1746128225934","g_o4","h","NULL","28"
"9065",89,"interpretation-B-trials","PennController","91","_Trial_","Start","1746128225935","g_o8","h","NULL","28"
"9066",89,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128234879","g_o8","h","Status","28"
"9067",89,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128234879","g_o8","h","Status","28"
"9068",89,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128234879","g_o8","h","Status","28"
"9069",89,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128234879","g_o8","h","Status","28"
"9070",89,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128234879","g_o8","h","Status","28"
"9071",89,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128234879","g_o8","h","Status","28"
"9072",89,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128234879","g_o8","h","Status","28"
"9073",89,"interpretation-B-trials","Scale","interpretation","80%","checked","1746128234879","g_o8","h","Status","28"
"9074",89,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128234879","g_o8","h","Status","28"
"9075",89,"interpretation-B-trials","Scale","interpretation","Choice","80%","1746128234363","g_o8","h","NULL","28"
"9076",89,"interpretation-B-trials","PennController","91","_Trial_","End","1746128234879","g_o8","h","NULL","28"
"9077",90,"interpretation-B-trials","PennController","92","_Trial_","Start","1746128234880","g_o3","h","NULL","28"
"9078",90,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128248796","g_o3","h","Status","28"
"9079",90,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128248796","g_o3","h","Status","28"
"9080",90,"interpretation-B-trials","Scale","interpretation","30%","checked","1746128248796","g_o3","h","Status","28"
"9081",90,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128248796","g_o3","h","Status","28"
"9082",90,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128248796","g_o3","h","Status","28"
"9083",90,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128248796","g_o3","h","Status","28"
"9084",90,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128248796","g_o3","h","Status","28"
"9085",90,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128248796","g_o3","h","Status","28"
"9086",90,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128248796","g_o3","h","Status","28"
"9087",90,"interpretation-B-trials","Scale","interpretation","Choice","30%","1746128245691","g_o3","h","NULL","28"
"9088",90,"interpretation-B-trials","PennController","92","_Trial_","End","1746128248797","g_o3","h","NULL","28"
"9089",91,"interpretation-B-trials","PennController","93","_Trial_","Start","1746128248798","g_o1","h","NULL","28"
"9090",91,"interpretation-B-trials","Scale","interpretation","10%","checked","1746128257143","g_o1","h","Status","28"
"9091",91,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128257143","g_o1","h","Status","28"
"9092",91,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128257143","g_o1","h","Status","28"
"9093",91,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128257143","g_o1","h","Status","28"
"9094",91,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128257143","g_o1","h","Status","28"
"9095",91,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128257143","g_o1","h","Status","28"
"9096",91,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128257143","g_o1","h","Status","28"
"9097",91,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128257143","g_o1","h","Status","28"
"9098",91,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128257143","g_o1","h","Status","28"
"9099",91,"interpretation-B-trials","Scale","interpretation","Choice","10%","1746128256721","g_o1","h","NULL","28"
"9100",91,"interpretation-B-trials","PennController","93","_Trial_","End","1746128257143","g_o1","h","NULL","28"
"9101",92,"interpretation-B-trials","PennController","94","_Trial_","Start","1746128257145","g_o5","h","NULL","28"
"9102",92,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128264994","g_o5","h","Status","28"
"9103",92,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128264994","g_o5","h","Status","28"
"9104",92,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128264994","g_o5","h","Status","28"
"9105",92,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128264994","g_o5","h","Status","28"
"9106",92,"interpretation-B-trials","Scale","interpretation","50%","checked","1746128264994","g_o5","h","Status","28"
"9107",92,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128264994","g_o5","h","Status","28"
"9108",92,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1746128264994","g_o5","h","Status","28"
"9109",92,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128264994","g_o5","h","Status","28"
"9110",92,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128264994","g_o5","h","Status","28"
"9111",92,"interpretation-B-trials","Scale","interpretation","Choice","50%","1746128264708","g_o5","h","NULL","28"
"9112",92,"interpretation-B-trials","PennController","94","_Trial_","End","1746128264994","g_o5","h","NULL","28"
"9113",93,"interpretation-B-trials","PennController","95","_Trial_","Start","1746128264996","g_o7","h","NULL","28"
"9114",93,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1746128275452","g_o7","h","Status","28"
"9115",93,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1746128275452","g_o7","h","Status","28"
"9116",93,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1746128275452","g_o7","h","Status","28"
"9117",93,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1746128275452","g_o7","h","Status","28"
"9118",93,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1746128275452","g_o7","h","Status","28"
"9119",93,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1746128275452","g_o7","h","Status","28"
"9120",93,"interpretation-B-trials","Scale","interpretation","70%","checked","1746128275452","g_o7","h","Status","28"
"9121",93,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1746128275452","g_o7","h","Status","28"
"9122",93,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1746128275452","g_o7","h","Status","28"
"9123",93,"interpretation-B-trials","Scale","interpretation","Choice","70%","1746128275099","g_o7","h","NULL","28"
"9124",93,"interpretation-B-trials","PennController","95","_Trial_","End","1746128275453","g_o7","h","NULL","28"
"9125",94,"break-3","PennController","19","_Trial_","Start","1746128275454","NULL","","","28"
"9126",94,"break-3","PennController","19","_Trial_","End","1746128277431","NULL","","","28"
"9127",95,"demographics","PennController","20","_Trial_","Start","1746128277432","NULL","","","28"
"9128",95,"demographics","Html","demographics_survey","gender","51","1746128379186","text input","","","28"
"9129",95,"demographics","Html","demographics_survey","years_us","31","1746128379186","text input","","","28"
"9130",95,"demographics","Html","demographics_survey","us_state","FL","1746128379186","text input","","","28"
"9131",95,"demographics","Html","demographics_survey","first_lang","","1746128379186","text input","","","28"
"9132",95,"demographics","Html","demographics_survey","speak","51","1746128379186","text input","","","28"
"9133",95,"demographics","Html","demographics_survey","gender","Female","1746128379186","radio button","","","28"
"9134",95,"demographics","Html","demographics_survey","in_us","Yes","1746128379186","radio button","","","28"
"9135",95,"demographics","Html","demographics_survey","X","3","1746128379186","radio button","","","28"
"9136",95,"demographics","Html","demographics_survey","Y","2","1746128379186","radio button","","","28"
"9137",95,"demographics","Html","demographics_survey","native_eng","Yes","1746128379186","radio button","","","28"
"9138",95,"demographics","Html","demographics_survey","first_eng","Yes","1746128379186","radio button","","","28"
"9139",95,"demographics","Html","demographics_survey","learn_eng","Less than 5","1746128379186","radio button","","","28"
"9140",95,"demographics","Html","demographics_survey","home_eng","90to100","1746128379186","radio button","","","28"
"9141",95,"demographics","Html","demographics_survey","work_eng","90to100","1746128379186","radio button","","","28"
