"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"30770",11,"practice","Image","image","Print",NA,"1732478907289","g_p9","d","NULL","14"
"30771",11,"practice","Scale","slider-1","Choice","88","1732478915874","g_p9","d","1791","14"
"30772",11,"practice","Scale","slider-2","Choice","57","1732478918514","g_p9","d","967","14"
"30773",11,"practice","Scale","slider-3","Choice","10","1732478921626","g_p9","d","1281","14"
"30774",11,"practice","PennController","20","_Trial_","End","1732478933215","g_p9","d","NULL","14"
"30775",12,"practice","PennController","21","_Trial_","Start","1732478933216","g_p9","d","NULL","14"
"30776",12,"practice","Selector","selection","Selection","correct","1732478968383","g_p9","d","correct;incorrect","14"
"30777",12,"practice","PennController","21","_Trial_","End","1732478973670","g_p9","d","NULL","14"
"30778",13,"practice","PennController","22","_Trial_","Start","1732478973671","g_p1","d","NULL","14"
"30779",13,"practice","Image","image","Print",NA,"1732478973671","g_p1","d","NULL","14"
"30780",13,"practice","Scale","slider-1","Default","0","1732478973672","g_p1","d","slider","14"
"30781",13,"practice","Scale","slider-2","Choice","21","1732478985030","g_p1","d","680","14"
"30782",13,"practice","Scale","slider-3","Choice","89","1732478988383","g_p1","d","1302","14"
"30783",13,"practice","PennController","22","_Trial_","End","1732478993470","g_p1","d","NULL","14"
"30784",14,"practice-end","PennController","8","_Trial_","Start","1732478993470","NULL","","","14"
"30785",14,"practice-end","PennController","8","_Trial_","End","1732478996873","NULL","","","14"
"30786",15,"trials-gumball","PennController","23","_Trial_","Start","1732478996874","g_o7","d","NULL","14"
"30787",15,"trials-gumball","Image","image","Print",NA,"1732478996874","g_o7","d","NULL","14"
"30788",15,"trials-gumball","Scale","slider-1","Choice","70","1732479011678","g_o7","d","2667","14"
"30789",15,"trials-gumball","Scale","slider-2","Choice","38","1732479018248","g_o7","d","4942","14"
"30790",15,"trials-gumball","Scale","slider-3","Choice","6","1732479032333","g_o7","d","9336","14"
"30791",15,"trials-gumball","PennController","23","_Trial_","End","1732479042631","g_o7","d","NULL","14"
"30792",16,"trials-gumball","PennController","24","_Trial_","Start","1732479042632","g_o5","d","NULL","14"
"30793",16,"trials-gumball","Image","image","Print",NA,"1732479042632","g_o5","d","NULL","14"
"30794",16,"trials-gumball","Scale","slider-1","Choice","0","1732479120998","g_o5","d","37","14"
"30795",16,"trials-gumball","Scale","slider-2","Choice","55","1732479150367","g_o5","d","522","14"
"30796",16,"trials-gumball","Scale","slider-3","Choice","53","1732479148072","g_o5","d","1491","14"
"30797",16,"trials-gumball","PennController","24","_Trial_","End","1732479155295","g_o5","d","NULL","14"
"30798",17,"trials-gumball","PennController","25","_Trial_","Start","1732479155296","g_o5","d","NULL","14"
"30799",17,"trials-gumball","Selector","selection","Selection","correct","1732479185250","g_o5","d","incorrect;correct","14"
"30800",17,"trials-gumball","PennController","25","_Trial_","End","1732479186450","g_o5","d","NULL","14"
"30801",18,"trials-gumball","PennController","26","_Trial_","Start","1732479186451","g_o2","d","NULL","14"
"30802",18,"trials-gumball","Image","image","Print",NA,"1732479186451","g_o2","d","NULL","14"
"30803",18,"trials-gumball","Scale","slider-1","Choice","6","1732479194842","g_o2","d","689","14"
"30804",18,"trials-gumball","Scale","slider-2","Choice","36","1732479198052","g_o2","d","104","14"
"30805",18,"trials-gumball","Scale","slider-3","Choice","87","1732479202117","g_o2","d","1919","14"
"30806",18,"trials-gumball","PennController","26","_Trial_","End","1732479215730","g_o2","d","NULL","14"
"30807",19,"trials-gumball","PennController","27","_Trial_","Start","1732479215732","g_p9","d","NULL","14"
"30808",19,"trials-gumball","Image","image","Print",NA,"1732479215733","g_p9","d","NULL","14"
"30809",19,"trials-gumball","Scale","slider-1","Choice","93","1732479225525","g_p9","d","1201","14"
"30810",19,"trials-gumball","Scale","slider-2","Choice","79","1732479235020","g_p9","d","7116","14"
"30811",19,"trials-gumball","Scale","slider-3","Choice","10","1732479237697","g_p9","d","368","14"
"30812",19,"trials-gumball","PennController","27","_Trial_","End","1732479244575","g_p9","d","NULL","14"
"30813",20,"trials-gumball","PennController","28","_Trial_","Start","1732479244576","g_p9","d","NULL","14"
"30814",20,"trials-gumball","Selector","selection","Selection","correct","1732479247104","g_p9","d","incorrect;correct","14"
"30815",20,"trials-gumball","PennController","28","_Trial_","End","1732479251760","g_p9","d","NULL","14"
"30816",21,"trials-gumball","PennController","29","_Trial_","Start","1732479251760","g_p7","d","NULL","14"
"30817",21,"trials-gumball","Image","image","Print",NA,"1732479251761","g_p7","d","NULL","14"
"30818",21,"trials-gumball","Scale","slider-1","Choice","92","1732479289409","g_p7","d","927","14"
"30819",21,"trials-gumball","Scale","slider-2","Choice","71","1732479291554","g_p7","d","1026","14"
"30820",21,"trials-gumball","Scale","slider-3","Choice","10","1732479296699","g_p7","d","2690","14"
"30821",21,"trials-gumball","PennController","29","_Trial_","End","1732479302077","g_p7","d","NULL","14"
"30822",22,"trials-gumball","PennController","30","_Trial_","Start","1732479302078","g_p7","d","NULL","14"
"30823",22,"trials-gumball","Selector","selection","Selection","correct","1732479312892","g_p7","d","incorrect;correct","14"
"30824",22,"trials-gumball","PennController","30","_Trial_","End","1732479314407","g_p7","d","NULL","14"
"30825",23,"trials-gumball","PennController","31","_Trial_","Start","1732479314408","g_p5","d","NULL","14"
"30826",23,"trials-gumball","Image","image","Print",NA,"1732479314408","g_p5","d","NULL","14"
"30827",23,"trials-gumball","Scale","slider-1","Choice","25","1732479399171","g_p5","d","1027","14"
"30828",23,"trials-gumball","Scale","slider-2","Choice","62","1732479392264","g_p5","d","2427","14"
"30829",23,"trials-gumball","Scale","slider-3","Choice","60","1732479395811","g_p5","d","1463","14"
"30830",23,"trials-gumball","PennController","31","_Trial_","End","1732479411097","g_p5","d","NULL","14"
"30831",24,"trials-gumball","PennController","32","_Trial_","Start","1732479411098","g_o1","d","NULL","14"
"30832",24,"trials-gumball","Image","image","Print",NA,"1732479411098","g_o1","d","NULL","14"
"30833",24,"trials-gumball","Scale","slider-1","Choice","29","1732479428751","g_o1","d","185","14"
"30834",24,"trials-gumball","Scale","slider-2","Choice","55","1732479427873","g_o1","d","306","14"
"30835",24,"trials-gumball","Scale","slider-3","Choice","95","1732479426531","g_o1","d","1562","14"
"30836",24,"trials-gumball","PennController","32","_Trial_","End","1732479432104","g_o1","d","NULL","14"
"30837",25,"trials-gumball","PennController","33","_Trial_","Start","1732479432105","g_o1","d","NULL","14"
"30838",25,"trials-gumball","Selector","selection","Selection","correct","1732479434046","g_o1","d","correct;incorrect","14"
"30839",25,"trials-gumball","PennController","33","_Trial_","End","1732479435457","g_o1","d","NULL","14"
"30840",26,"trials-gumball","PennController","34","_Trial_","Start","1732479435458","g_p2","d","NULL","14"
"30841",26,"trials-gumball","Image","image","Print",NA,"1732479435458","g_p2","d","NULL","14"
"30842",26,"trials-gumball","Scale","slider-1","Choice","18","1732479445837","g_p2","d","220","14"
"30843",26,"trials-gumball","Scale","slider-2","Choice","53","1732479447719","g_p2","d","737","14"
"30844",26,"trials-gumball","Scale","slider-3","Choice","91","1732479449714","g_p2","d","767","14"
"30845",26,"trials-gumball","PennController","34","_Trial_","End","1732479450720","g_p2","d","NULL","14"
"30846",27,"trials-gumball","PennController","35","_Trial_","Start","1732479450721","g_p3","d","NULL","14"
"30847",27,"trials-gumball","Image","image","Print",NA,"1732479450721","g_p3","d","NULL","14"
"30848",27,"trials-gumball","Scale","slider-1","Choice","21","1732479470474","g_p3","d","1279","14"
"30849",27,"trials-gumball","Scale","slider-2","Choice","49","1732479493806","g_p3","d","1317","14"
"30850",27,"trials-gumball","Scale","slider-3","Choice","81","1732479497436","g_p3","d","1433","14"
"30851",27,"trials-gumball","PennController","35","_Trial_","End","1732479502065","g_p3","d","NULL","14"
"30852",28,"trials-gumball","PennController","36","_Trial_","Start","1732479502066","g_o8","d","NULL","14"
"30853",28,"trials-gumball","Image","image","Print",NA,"1732479502066","g_o8","d","NULL","14"
"30854",28,"trials-gumball","Scale","slider-1","Choice","82","1732479515106","g_o8","d","515","14"
"30855",28,"trials-gumball","Scale","slider-2","Choice","57","1732479513861","g_o8","d","474","14"
"30856",28,"trials-gumball","Scale","slider-3","Choice","31","1732479512106","g_o8","d","635","14"
"30857",28,"trials-gumball","PennController","36","_Trial_","End","1732479520537","g_o8","d","NULL","14"
"30858",29,"trials-gumball","PennController","37","_Trial_","Start","1732479520537","g_o9","d","NULL","14"
"30859",29,"trials-gumball","Image","image","Print",NA,"1732479520538","g_o9","d","NULL","14"
"30860",29,"trials-gumball","Scale","slider-1","Choice","86","1732479525231","g_o9","d","1238","14"
"30861",29,"trials-gumball","Scale","slider-2","Choice","66","1732479527990","g_o9","d","1517","14"
"30862",29,"trials-gumball","Scale","slider-3","Choice","12","1732479531831","g_o9","d","2793","14"
"30863",29,"trials-gumball","PennController","37","_Trial_","End","1732479533639","g_o9","d","NULL","14"
"30864",30,"trials-gumball","PennController","38","_Trial_","Start","1732479533640","g_o9","d","NULL","14"
"30865",30,"trials-gumball","Selector","selection","Selection","correct","1732479535371","g_o9","d","incorrect;correct","14"
"30866",30,"trials-gumball","PennController","38","_Trial_","End","1732479536332","g_o9","d","NULL","14"
"30867",31,"trials-gumball","PennController","39","_Trial_","Start","1732479536332","g_o4","d","NULL","14"
"30868",31,"trials-gumball","Image","image","Print",NA,"1732479536333","g_o4","d","NULL","14"
"30869",31,"trials-gumball","Scale","slider-1","Choice","23","1732479580731","g_o4","d","424","14"
"30870",31,"trials-gumball","Scale","slider-2","Choice","48","1732479584023","g_o4","d","1835","14"
"30871",31,"trials-gumball","Scale","slider-3","Choice","78","1732479586663","g_o4","d","895","14"
"30872",31,"trials-gumball","PennController","39","_Trial_","End","1732479588374","g_o4","d","NULL","14"
"30873",32,"trials-gumball","PennController","40","_Trial_","Start","1732479588375","g_o3","d","NULL","14"
"30874",32,"trials-gumball","Image","image","Print",NA,"1732479588376","g_o3","d","NULL","14"
"30875",32,"trials-gumball","Scale","slider-1","Choice","3","1732479593720","g_o3","d","2541","14"
"30876",32,"trials-gumball","Scale","slider-2","Choice","49","1732479595776","g_o3","d","700","14"
"30877",32,"trials-gumball","Scale","slider-3","Choice","81","1732479598003","g_o3","d","896","14"
"30878",32,"trials-gumball","PennController","40","_Trial_","End","1732479604806","g_o3","d","NULL","14"
"30879",33,"trials-gumball","PennController","41","_Trial_","Start","1732479604807","g_o3","d","NULL","14"
"30880",33,"trials-gumball","Selector","selection","Selection","correct","1732479610477","g_o3","d","correct;incorrect","14"
"30881",33,"trials-gumball","PennController","41","_Trial_","End","1732479612921","g_o3","d","NULL","14"
"30882",34,"trials-gumball","PennController","42","_Trial_","Start","1732479612922","g_p6","d","NULL","14"
"30883",34,"trials-gumball","Image","image","Print",NA,"1732479612922","g_p6","d","NULL","14"
"30884",34,"trials-gumball","Scale","slider-1","Choice","78","1732479636815","g_p6","d","507","14"
"30885",34,"trials-gumball","Scale","slider-2","Choice","56","1732479638758","g_p6","d","540","14"
"30886",34,"trials-gumball","Scale","slider-3","Choice","21","1732479640243","g_p6","d","210","14"
"30887",34,"trials-gumball","PennController","42","_Trial_","End","1732479672831","g_p6","d","NULL","14"
"30888",35,"trials-gumball","PennController","43","_Trial_","Start","1732479672832","g_p6","d","NULL","14"
"30889",35,"trials-gumball","Selector","selection","Selection","correct","1732479695975","g_p6","d","correct;incorrect","14"
"30890",35,"trials-gumball","PennController","43","_Trial_","End","1732479698563","g_p6","d","NULL","14"
"30891",36,"trials-gumball","PennController","44","_Trial_","Start","1732479698564","g_p8","d","NULL","14"
"30892",36,"trials-gumball","Image","image","Print",NA,"1732479698564","g_p8","d","NULL","14"
"30893",36,"trials-gumball","Scale","slider-1","Choice","79","1732479703692","g_p8","d","1017","14"
"30894",36,"trials-gumball","Scale","slider-2","Choice","41","1732479706017","g_p8","d","263","14"
"30895",36,"trials-gumball","Scale","slider-3","Choice","8","1732479709894","g_p8","d","343","14"
"30896",36,"trials-gumball","PennController","44","_Trial_","End","1732479718461","g_p8","d","NULL","14"
"30897",37,"trials-gumball","PennController","45","_Trial_","Start","1732479718462","g_o6","d","NULL","14"
"30898",37,"trials-gumball","Image","image","Print",NA,"1732479718462","g_o6","d","NULL","14"
"30899",37,"trials-gumball","Scale","slider-1","Choice","78","1732479728397","g_o6","d","1246","14"
"30900",37,"trials-gumball","Scale","slider-2","Choice","59","1732479729784","g_o6","d","352","14"
"30901",37,"trials-gumball","Scale","slider-3","Choice","13","1732479732575","g_o6","d","778","14"
"30902",37,"trials-gumball","PennController","45","_Trial_","End","1732479744043","g_o6","d","NULL","14"
"30903",38,"trials-gumball","PennController","46","_Trial_","Start","1732479744044","g_p4","d","NULL","14"
"30904",38,"trials-gumball","Image","image","Print",NA,"1732479744044","g_p4","d","NULL","14"
"30905",38,"trials-gumball","Scale","slider-1","Choice","20","1732479751107","g_p4","d","228","14"
"30906",38,"trials-gumball","Scale","slider-2","Choice","48","1732479754093","g_p4","d","2098","14"
"30907",38,"trials-gumball","Scale","slider-3","Choice","77","1732479756237","g_p4","d","878","14"
"30908",38,"trials-gumball","PennController","46","_Trial_","End","1732479779578","g_p4","d","NULL","14"
"30909",39,"trials-gumball","PennController","47","_Trial_","Start","1732479779579","g_p1","d","NULL","14"
"30910",39,"trials-gumball","Image","image","Print",NA,"1732479779580","g_p1","d","NULL","14"
"30911",39,"trials-gumball","Scale","slider-1","Choice","18","1732479786807","g_p1","d","20","14"
"30912",39,"trials-gumball","Scale","slider-2","Choice","39","1732479788450","g_p1","d","51","14"
"30913",39,"trials-gumball","Scale","slider-3","Choice","74","1732479793242","g_p1","d","2300","14"
"30914",39,"trials-gumball","PennController","47","_Trial_","End","1732479794683","g_p1","d","NULL","14"
"30915",40,"trials-gumball","PennController","48","_Trial_","Start","1732479794684","g_o5","d","NULL","14"
"30916",40,"trials-gumball","Image","image","Print",NA,"1732479794685","g_o5","d","NULL","14"
"30917",40,"trials-gumball","Scale","slider-1","Choice","31","1732479858882","g_o5","d","104","14"
"30918",40,"trials-gumball","Scale","slider-2","Choice","63","1732479866149","g_o5","d","728","14"
"30919",40,"trials-gumball","Scale","slider-3","Choice","62","1732479862639","g_o5","d","1014","14"
"30920",40,"trials-gumball","PennController","48","_Trial_","End","1732479877152","g_o5","d","NULL","14"
"30921",41,"trials-gumball","PennController","49","_Trial_","Start","1732479877153","g_p1","d","NULL","14"
"30922",41,"trials-gumball","Image","image","Print",NA,"1732479877154","g_p1","d","NULL","14"
"30923",41,"trials-gumball","Scale","slider-1","Choice","16","1732479880519","g_p1","d","80","14"
"30924",41,"trials-gumball","Scale","slider-2","Choice","47","1732479881487","g_p1","d","66","14"
"30925",41,"trials-gumball","Scale","slider-3","Choice","81","1732479883947","g_p1","d","1708","14"
"30926",41,"trials-gumball","PennController","49","_Trial_","End","1732479889160","g_p1","d","NULL","14"
"30927",42,"trials-gumball","PennController","50","_Trial_","Start","1732479889161","g_o4","d","NULL","14"
"30928",42,"trials-gumball","Image","image","Print",NA,"1732479889161","g_o4","d","NULL","14"
"30929",42,"trials-gumball","Scale","slider-1","Choice","38","1732479913205","g_o4","d","60","14"
"30930",42,"trials-gumball","Scale","slider-2","Choice","56","1732479912478","g_o4","d","29","14"
"30931",42,"trials-gumball","Scale","slider-3","Choice","83","1732479911277","g_o4","d","66","14"
"30932",42,"trials-gumball","PennController","50","_Trial_","End","1732479915650","g_o4","d","NULL","14"
"30933",43,"trials-gumball","PennController","51","_Trial_","Start","1732479915651","g_p7","d","NULL","14"
"30934",43,"trials-gumball","Image","image","Print",NA,"1732479915651","g_p7","d","NULL","14"
"30935",43,"trials-gumball","Scale","slider-1","Choice","72","1732479918919","g_p7","d","140","14"
"30936",43,"trials-gumball","Scale","slider-2","Choice","47","1732479920659","g_p7","d","96","14"
"30937",43,"trials-gumball","Scale","slider-3","Choice","12","1732479924559","g_p7","d","426","14"
"30938",43,"trials-gumball","PennController","51","_Trial_","End","1732479930597","g_p7","d","NULL","14"
"30939",44,"trials-gumball","PennController","52","_Trial_","Start","1732479930598","g_p2","d","NULL","14"
"30940",44,"trials-gumball","Image","image","Print",NA,"1732479930598","g_p2","d","NULL","14"
"30941",44,"trials-gumball","Scale","slider-1","Choice","16","1732479944051","g_p2","d","65","14"
"30942",44,"trials-gumball","Scale","slider-2","Choice","52","1732479947847","g_p2","d","82","14"
"30943",44,"trials-gumball","Scale","slider-3","Choice","85","1732479947119","g_p2","d","898","14"
"30944",44,"trials-gumball","PennController","52","_Trial_","End","1732479955572","g_p2","d","NULL","14"
"30945",45,"trials-gumball","PennController","53","_Trial_","Start","1732479955573","g_p2","d","NULL","14"
"30946",45,"trials-gumball","Selector","selection","Selection","incorrect","1732479964790","g_p2","d","incorrect;correct","14"
"30947",45,"trials-gumball","PennController","53","_Trial_","End","1732480058818","g_p2","d","NULL","14"
"30948",46,"trials-gumball","PennController","54","_Trial_","Start","1732480058819","g_p3","d","NULL","14"
"30949",46,"trials-gumball","Image","image","Print",NA,"1732480058820","g_p3","d","NULL","14"
"30950",46,"trials-gumball","Scale","slider-1","Choice","13","1732480071859","g_p3","d","112","14"
"30951",46,"trials-gumball","Scale","slider-2","Choice","44","1732480073830","g_p3","d","96","14"
"30952",46,"trials-gumball","Scale","slider-3","Choice","83","1732480074986","g_p3","d","614","14"
"30953",46,"trials-gumball","PennController","54","_Trial_","End","1732480076974","g_p3","d","NULL","14"
"30954",47,"trials-gumball","PennController","55","_Trial_","Start","1732480076975","g_p6","d","NULL","14"
"30955",47,"trials-gumball","Image","image","Print",NA,"1732480076975","g_p6","d","NULL","14"
"30956",47,"trials-gumball","Scale","slider-1","Choice","70","1732480133733","g_p6","d","20","14"
"30957",47,"trials-gumball","Scale","slider-2","Choice","49","1732480134589","g_p6","d","89","14"
"30958",47,"trials-gumball","Scale","slider-3","Choice","21","1732480135765","g_p6","d","97","14"
"30959",47,"trials-gumball","PennController","55","_Trial_","End","1732480137963","g_p6","d","NULL","14"
"30960",48,"trials-gumball","PennController","56","_Trial_","Start","1732480137964","g_p6","d","NULL","14"
"30961",48,"trials-gumball","Selector","selection","Selection","correct","1732480150090","g_p6","d","incorrect;correct","14"
"30962",48,"trials-gumball","PennController","56","_Trial_","End","1732480154118","g_p6","d","NULL","14"
"30963",49,"trials-gumball","PennController","57","_Trial_","Start","1732480154120","g_o7","d","NULL","14"
"30964",49,"trials-gumball","Image","image","Print",NA,"1732480154120","g_o7","d","NULL","14"
"30965",49,"trials-gumball","Scale","slider-1","Choice","79","1732480166770","g_o7","d","88","14"
"30966",49,"trials-gumball","Scale","slider-2","Choice","42","1732480167588","g_o7","d","67","14"
"30967",49,"trials-gumball","Scale","slider-3","Choice","10","1732480171008","g_o7","d","74","14"
"30968",49,"trials-gumball","PennController","57","_Trial_","End","1732480173123","g_o7","d","NULL","14"
"30969",50,"trials-gumball","PennController","58","_Trial_","Start","1732480173124","g_p9","d","NULL","14"
"30970",50,"trials-gumball","Image","image","Print",NA,"1732480173125","g_p9","d","NULL","14"
"30971",50,"trials-gumball","Scale","slider-1","Choice","75","1732480178081","g_p9","d","74","14"
"30972",50,"trials-gumball","Scale","slider-2","Choice","45","1732480179333","g_p9","d","36","14"
"30973",50,"trials-gumball","Scale","slider-3","Choice","16","1732480181636","g_p9","d","45","14"
"30974",50,"trials-gumball","PennController","58","_Trial_","End","1732480183893","g_p9","d","NULL","14"
"30975",51,"trials-gumball","PennController","59","_Trial_","Start","1732480183894","g_p8","d","NULL","14"
"30976",51,"trials-gumball","Image","image","Print",NA,"1732480183894","g_p8","d","NULL","14"
"30977",51,"trials-gumball","Scale","slider-1","Choice","87","1732480195878","g_p8","d","73","14"
"30978",51,"trials-gumball","Scale","slider-2","Choice","60","1732480197941","g_p8","d","73","14"
"30979",51,"trials-gumball","Scale","slider-3","Choice","19","1732480200948","g_p8","d","82","14"
"30980",51,"trials-gumball","PennController","59","_Trial_","End","1732480203326","g_p8","d","NULL","14"
"30981",52,"trials-gumball","PennController","60","_Trial_","Start","1732480203328","g_o1","d","NULL","14"
"30982",52,"trials-gumball","Image","image","Print",NA,"1732480203328","g_o1","d","NULL","14"
"30983",52,"trials-gumball","Scale","slider-1","Default","0","1732480203328","g_o1","d","slider","14"
"30984",52,"trials-gumball","Scale","slider-2","Choice","25","1732480213128","g_o1","d","74","14"
"30985",52,"trials-gumball","Scale","slider-3","Choice","83","1732480212018","g_o1","d","67","14"
"30986",52,"trials-gumball","PennController","60","_Trial_","End","1732480215177","g_o1","d","NULL","14"
"30987",53,"trials-gumball","PennController","61","_Trial_","Start","1732480215177","g_o1","d","NULL","14"
"30988",53,"trials-gumball","Selector","selection","Selection","correct","1732480226807","g_o1","d","incorrect;correct","14"
"30989",53,"trials-gumball","PennController","61","_Trial_","End","1732480231414","g_o1","d","NULL","14"
"30990",54,"trials-gumball","PennController","62","_Trial_","Start","1732480231414","g_o8","d","NULL","14"
"30991",54,"trials-gumball","Image","image","Print",NA,"1732480231415","g_o8","d","NULL","14"
"30992",54,"trials-gumball","Scale","slider-1","Choice","79","1732480250320","g_o8","d","73","14"
"30993",54,"trials-gumball","Scale","slider-2","Choice","41","1732480249091","g_o8","d","66","14"
"30994",54,"trials-gumball","Scale","slider-3","Choice","8","1732480245610","g_o8","d","66","14"
"30995",54,"trials-gumball","PennController","62","_Trial_","End","1732480259651","g_o8","d","NULL","14"
"30996",55,"trials-gumball","PennController","63","_Trial_","Start","1732480259652","g_o2","d","NULL","14"
"30997",55,"trials-gumball","Image","image","Print",NA,"1732480259652","g_o2","d","NULL","14"
"30998",55,"trials-gumball","Scale","slider-1","Choice","16","1732480265823","g_o2","d","74","14"
"30999",55,"trials-gumball","Scale","slider-2","Choice","44","1732480266543","g_o2","d","102","14"
"31000",55,"trials-gumball","Scale","slider-3","Choice","91","1732480268245","g_o2","d","868","14"
"31001",55,"trials-gumball","PennController","63","_Trial_","End","1732480270451","g_o2","d","NULL","14"
"31002",56,"trials-gumball","PennController","64","_Trial_","Start","1732480270452","g_o2","d","NULL","14"
"31003",56,"trials-gumball","Selector","selection","Selection","correct","1732480284760","g_o2","d","incorrect;correct","14"
"31004",56,"trials-gumball","PennController","64","_Trial_","End","1732480289771","g_o2","d","NULL","14"
"31005",57,"trials-gumball","PennController","65","_Trial_","Start","1732480289771","g_p5","d","NULL","14"
"31006",57,"trials-gumball","Image","image","Print",NA,"1732480289772","g_p5","d","NULL","14"
"31007",57,"trials-gumball","Scale","slider-1","Choice","57","1732480350917","g_p5","d","103","14"
"31008",57,"trials-gumball","Scale","slider-2","Choice","73","1732480354631","g_p5","d","98","14"
"31009",57,"trials-gumball","Scale","slider-3","Choice","89","1732480353325","g_p5","d","396","14"
"31010",57,"trials-gumball","PennController","65","_Trial_","End","1732480373928","g_p5","d","NULL","14"
"31011",58,"trials-gumball","PennController","66","_Trial_","Start","1732480373929","g_p4","d","NULL","14"
"31012",58,"trials-gumball","Image","image","Print",NA,"1732480373930","g_p4","d","NULL","14"
"31013",58,"trials-gumball","Scale","slider-1","Choice","24","1732480381968","g_p4","d","89","14"
"31014",58,"trials-gumball","Scale","slider-2","Choice","53","1732480384562","g_p4","d","81","14"
"31015",58,"trials-gumball","Scale","slider-3","Choice","88","1732480387442","g_p4","d","2293","14"
"31016",58,"trials-gumball","PennController","66","_Trial_","End","1732480399240","g_p4","d","NULL","14"
"31017",59,"trials-gumball","PennController","67","_Trial_","Start","1732480399241","g_o3","d","NULL","14"
"31018",59,"trials-gumball","Image","image","Print",NA,"1732480399241","g_o3","d","NULL","14"
"31019",59,"trials-gumball","Scale","slider-1","Choice","23","1732480405757","g_o3","d","65","14"
"31020",59,"trials-gumball","Scale","slider-2","Choice","38","1732480408307","g_o3","d","89","14"
"31021",59,"trials-gumball","Scale","slider-3","Choice","75","1732480410519","g_o3","d","1354","14"
"31022",59,"trials-gumball","PennController","67","_Trial_","End","1732480411705","g_o3","d","NULL","14"
"31023",60,"trials-gumball","PennController","68","_Trial_","Start","1732480411706","g_o3","d","NULL","14"
"31024",60,"trials-gumball","Selector","selection","Selection","correct","1732480420564","g_o3","d","correct;incorrect","14"
"31025",60,"trials-gumball","PennController","68","_Trial_","End","1732480424591","g_o3","d","NULL","14"
"31026",61,"trials-gumball","PennController","69","_Trial_","Start","1732480424592","g_o6","d","NULL","14"
"31027",61,"trials-gumball","Image","image","Print",NA,"1732480424593","g_o6","d","NULL","14"
"31028",61,"trials-gumball","Scale","slider-1","Choice","81","1732480445237","g_o6","d","103","14"
"31029",61,"trials-gumball","Scale","slider-2","Choice","45","1732480453172","g_o6","d","103","14"
"31030",61,"trials-gumball","Scale","slider-3","Choice","17","1732480455376","g_o6","d","118","14"
"31031",61,"trials-gumball","PennController","69","_Trial_","End","1732480471458","g_o6","d","NULL","14"
"31032",62,"trials-gumball","PennController","70","_Trial_","Start","1732480471459","g_o9","d","NULL","14"
"31033",62,"trials-gumball","Image","image","Print",NA,"1732480471460","g_o9","d","NULL","14"
"31034",62,"trials-gumball","Scale","slider-1","Choice","86","1732480479385","g_o9","d","681","14"
"31035",62,"trials-gumball","Scale","slider-2","Choice","73","1732480481065","g_o9","d","1109","14"
"31036",62,"trials-gumball","Scale","slider-3","Choice","36","1732480481815","g_o9","d","112","14"
"31037",62,"trials-gumball","PennController","70","_Trial_","End","1732480483450","g_o9","d","NULL","14"
"31038",63,"intermission","PennController","9","_Trial_","Start","1732480483451","NULL","","","14"
"31039",63,"intermission","PennController","9","_Trial_","End","1732480486001","NULL","","","14"
"31040",64,"instruction-unk-election","PennController","10","_Trial_","Start","1732480486001","NULL","","","14"
"31041",64,"instruction-unk-election","PennController","10","_Trial_","End","1732480527018","NULL","","","14"
"31042",65,"instruction-A-2","PennController","11","_Trial_","Start","1732480527018","NULL","","","14"
"31043",65,"instruction-A-2","PennController","11","_Trial_","End","1732480541734","NULL","","","14"
"31044",66,"check-A-2","PennController","12","_Trial_","Start","1732480541735","NULL","","","14"
"31045",66,"check-A-2","Button","go-back","Click",NA,"Never","NULL","","","14"
"31046",66,"check-A-2","Button","proceed","Click","Click","1732480548325","NULL","","","14"
"31047",66,"check-A-2","PennController","12","_Trial_","End","1732480548325","NULL","","","14"
"31048",67,"instruction-slider-2","PennController","13","_Trial_","Start","1732480548326","NULL","","","14"
"31049",67,"instruction-slider-2","PennController","13","_Trial_","End","1732480571808","NULL","","","14"
"31050",68,"check-slider-2","PennController","14","_Trial_","Start","1732480571808","NULL","","","14"
"31051",68,"check-slider-2","Button","proceed","Click","Click","1732480627029","NULL","","","14"
"31052",68,"check-slider-2","PennController","14","_Trial_","End","1732480627029","NULL","","","14"
"31053",69,"trials-unk-election","PennController","71","_Trial_","Start","1732480627030","e_x6","d","NULL","14"
"31054",69,"trials-unk-election","Image","image","Print",NA,"1732480627031","e_x6","d","NULL","14"
"31055",69,"trials-unk-election","Scale","slider-1","Choice","88","1732480643304","e_x6","d","1222","14"
"31056",69,"trials-unk-election","Scale","slider-2","Choice","46","1732480646237","e_x6","d","2280","14"
"31057",69,"trials-unk-election","Scale","slider-3","Choice","13","1732480647931","e_x6","d","104","14"
"31058",69,"trials-unk-election","PennController","71","_Trial_","End","1732480650279","e_x6","d","NULL","14"
"31059",70,"trials-unk-election","PennController","72","_Trial_","Start","1732480650280","e_y6","d","NULL","14"
"31060",70,"trials-unk-election","Image","image","Print",NA,"1732480650281","e_y6","d","NULL","14"
"31061",70,"trials-unk-election","Scale","slider-1","Choice","79","1732480665653","e_y6","d","72","14"
"31062",70,"trials-unk-election","Scale","slider-2","Choice","44","1732480667109","e_y6","d","127","14"
"31063",70,"trials-unk-election","Scale","slider-3","Choice","16","1732480664708","e_y6","d","58","14"
