"","Order.number.of.item","Label","PennElementType","PennElementName","Parameter","Value","EventTime","trial_id","group","Comments","random_id"
"26817",45,"practice-election","Scale","slider-1","Choice","22","1753814010567","e_x1","b","146","57"
"26818",45,"practice-election","Scale","slider-2","Choice","30","1753814011295","e_x1","b","157","57"
"26819",45,"practice-election","Scale","slider-3","Choice","27","1753814011936","e_x1","b","166","57"
"26820",45,"practice-election","PennController","49","_Trial_","End","1753814012656","e_x1","b","NULL","57"
"26821",46,"practice-election","PennController","50","_Trial_","Start","1753814012658","e_x9","b","NULL","57"
"26822",46,"practice-election","Scale","slider-1","Choice","25","1753814013919","e_x9","b","196","57"
"26823",46,"practice-election","Scale","slider-2","Choice","26","1753814014640","e_x9","b","182","57"
"26824",46,"practice-election","Scale","slider-3","Choice","27","1753814015423","e_x9","b","157","57"
"26825",46,"practice-election","PennController","50","_Trial_","End","1753814041512","e_x9","b","NULL","57"
"26826",47,"practice-election","PennController","51","_Trial_","Start","1753814041513","e_x9","b","NULL","57"
"26827",47,"practice-election","Selector","selection","Selection","incorrect","1753814045647","e_x9","b","correct;incorrect","57"
"26828",47,"practice-election","PennController","51","_Trial_","End","1753814046216","e_x9","b","NULL","57"
"26829",48,"practice-election-end","PennController","17","_Trial_","Start","1753814046217","NULL","","","57"
"26830",48,"practice-election-end","PennController","17","_Trial_","End","1753814047544","NULL","","","57"
"26831",49,"trials-unk-election","PennController","52","_Trial_","Start","1753814047544","e_x6","b","NULL","57"
"26832",49,"trials-unk-election","Scale","slider-1","Choice","50","1753814050415","e_x6","b","156","57"
"26833",49,"trials-unk-election","Scale","slider-2","Choice","44","1753814050959","e_x6","b","132","57"
"26834",49,"trials-unk-election","Scale","slider-3","Choice","44","1753814051535","e_x6","b","157","57"
"26835",49,"trials-unk-election","PennController","52","_Trial_","End","1753814052569","e_x6","b","NULL","57"
"26836",50,"trials-unk-election","PennController","53","_Trial_","Start","1753814052570","e_x5","b","NULL","57"
"26837",50,"trials-unk-election","Scale","slider-1","Choice","49","1753814054687","e_x5","b","165","57"
"26838",50,"trials-unk-election","Scale","slider-2","Choice","46","1753814055248","e_x5","b","149","57"
"26839",50,"trials-unk-election","Scale","slider-3","Choice","38","1753814055743","e_x5","b","149","57"
"26840",50,"trials-unk-election","PennController","53","_Trial_","End","1753814057984","e_x5","b","NULL","57"
"26841",51,"trials-unk-election","PennController","54","_Trial_","Start","1753814057985","e_x7","b","NULL","57"
"26842",51,"trials-unk-election","Scale","slider-1","Choice","52","1753814059431","e_x7","b","166","57"
"26843",51,"trials-unk-election","Scale","slider-2","Choice","50","1753814059983","e_x7","b","117","57"
"26844",51,"trials-unk-election","Scale","slider-3","Choice","49","1753814061087","e_x7","b","148","57"
"26845",51,"trials-unk-election","PennController","54","_Trial_","End","1753814062185","e_x7","b","NULL","57"
"26846",52,"trials-unk-election","PennController","55","_Trial_","Start","1753814062186","e_x9","b","NULL","57"
"26847",52,"trials-unk-election","Scale","slider-1","Choice","87","1753814065225","e_x9","b","151","57"
"26848",52,"trials-unk-election","Scale","slider-2","Choice","82","1753814065991","e_x9","b","156","57"
"26849",52,"trials-unk-election","Scale","slider-3","Choice","78","1753814066599","e_x9","b","164","57"
"26850",52,"trials-unk-election","PennController","55","_Trial_","End","1753814068408","e_x9","b","NULL","57"
"26851",53,"trials-unk-election","PennController","56","_Trial_","Start","1753814068409","e_x9","b","NULL","57"
"26852",53,"trials-unk-election","Selector","selection","Selection","correct","1753814070135","e_x9","b","correct;incorrect","57"
"26853",53,"trials-unk-election","PennController","56","_Trial_","End","1753814071136","e_x9","b","NULL","57"
"26854",54,"trials-unk-election","PennController","57","_Trial_","Start","1753814071137","e_x1","b","NULL","57"
"26855",54,"trials-unk-election","Scale","slider-1","Choice","15","1753814074095","e_x1","b","131","57"
"26856",54,"trials-unk-election","Scale","slider-2","Choice","14","1753814075001","e_x1","b","166","57"
"26857",54,"trials-unk-election","Scale","slider-3","Choice","16","1753814075727","e_x1","b","148","57"
"26858",54,"trials-unk-election","PennController","57","_Trial_","End","1753814076680","e_x1","b","NULL","57"
"26859",55,"trials-unk-election","PennController","58","_Trial_","Start","1753814076681","e_x3","b","NULL","57"
"26860",55,"trials-unk-election","Scale","slider-1","Choice","19","1753814079623","e_x3","b","165","57"
"26861",55,"trials-unk-election","Scale","slider-2","Choice","21","1753814080375","e_x3","b","166","57"
"26862",55,"trials-unk-election","Scale","slider-3","Choice","15","1753814081255","e_x3","b","156","57"
"26863",55,"trials-unk-election","PennController","58","_Trial_","End","1753814082184","e_x3","b","NULL","57"
"26864",56,"trials-unk-election","PennController","59","_Trial_","Start","1753814082186","e_x4","b","NULL","57"
"26865",56,"trials-unk-election","Scale","slider-1","Choice","36","1753814083807","e_x4","b","142","57"
"26866",56,"trials-unk-election","Scale","slider-2","Choice","33","1753814084455","e_x4","b","140","57"
"26867",56,"trials-unk-election","Scale","slider-3","Choice","32","1753814085087","e_x4","b","150","57"
"26868",56,"trials-unk-election","PennController","59","_Trial_","End","1753814087072","e_x4","b","NULL","57"
"26869",57,"trials-unk-election","PennController","60","_Trial_","Start","1753814087073","e_x8","b","NULL","57"
"26870",57,"trials-unk-election","Scale","slider-1","Choice","59","1753814089287","e_x8","b","118","57"
"26871",57,"trials-unk-election","Scale","slider-2","Choice","55","1753814089983","e_x8","b","133","57"
"26872",57,"trials-unk-election","Scale","slider-3","Choice","62","1753814090695","e_x8","b","156","57"
"26873",57,"trials-unk-election","PennController","60","_Trial_","End","1753814092025","e_x8","b","NULL","57"
"26874",58,"trials-unk-election","PennController","61","_Trial_","Start","1753814092026","e_x8","b","NULL","57"
"26875",58,"trials-unk-election","Selector","selection","Selection","correct","1753814095375","e_x8","b","correct;incorrect","57"
"26876",58,"trials-unk-election","PennController","61","_Trial_","End","1753814096600","e_x8","b","NULL","57"
"26877",59,"trials-unk-election","PennController","62","_Trial_","Start","1753814096601","e_x2","b","NULL","57"
"26878",59,"trials-unk-election","Scale","slider-1","Choice","14","1753814100495","e_x2","b","173","57"
"26879",59,"trials-unk-election","Scale","slider-2","Choice","13","1753814101481","e_x2","b","160","57"
"26880",59,"trials-unk-election","Scale","slider-3","Choice","12","1753814102423","e_x2","b","148","57"
"26881",59,"trials-unk-election","PennController","62","_Trial_","End","1753814103800","e_x2","b","NULL","57"
"26882",60,"trials-unk-election","PennController","63","_Trial_","Start","1753814103801","e_x3","b","NULL","57"
"26883",60,"trials-unk-election","Scale","slider-1","Choice","20","1753814105687","e_x3","b","180","57"
"26884",60,"trials-unk-election","Scale","slider-2","Choice","17","1753814106383","e_x3","b","132","57"
"26885",60,"trials-unk-election","Scale","slider-3","Choice","14","1753814106999","e_x3","b","165","57"
"26886",60,"trials-unk-election","PennController","63","_Trial_","End","1753814108248","e_x3","b","NULL","57"
"26887",61,"trials-unk-election","PennController","64","_Trial_","Start","1753814108249","e_x5","b","NULL","57"
"26888",61,"trials-unk-election","Scale","slider-1","Choice","44","1753814110271","e_x5","b","132","57"
"26889",61,"trials-unk-election","Scale","slider-2","Choice","44","1753814110999","e_x5","b","156","57"
"26890",61,"trials-unk-election","Scale","slider-3","Choice","44","1753814112879","e_x5","b","197","57"
"26891",61,"trials-unk-election","PennController","64","_Trial_","End","1753814114960","e_x5","b","NULL","57"
"26892",62,"trials-unk-election","PennController","65","_Trial_","Start","1753814114961","e_x5","b","NULL","57"
"26893",62,"trials-unk-election","Selector","selection","Selection","correct","1753814116808","e_x5","b","correct;incorrect","57"
"26894",62,"trials-unk-election","PennController","65","_Trial_","End","1753814117320","e_x5","b","NULL","57"
"26895",63,"trials-unk-election","PennController","66","_Trial_","Start","1753814117321","e_x8","b","NULL","57"
"26896",63,"trials-unk-election","Scale","slider-1","Choice","77","1753814121383","e_x8","b","132","57"
"26897",63,"trials-unk-election","Scale","slider-2","Choice","79","1753814121999","e_x8","b","156","57"
"26898",63,"trials-unk-election","Scale","slider-3","Choice","76","1753814122479","e_x8","b","134","57"
"26899",63,"trials-unk-election","PennController","66","_Trial_","End","1753814123200","e_x8","b","NULL","57"
"26900",64,"trials-unk-election","PennController","67","_Trial_","Start","1753814123201","e_x8","b","NULL","57"
"26901",64,"trials-unk-election","Selector","selection","Selection","correct","1753814126599","e_x8","b","correct;incorrect","57"
"26902",64,"trials-unk-election","PennController","67","_Trial_","End","1753814127848","e_x8","b","NULL","57"
"26903",65,"trials-unk-election","PennController","68","_Trial_","Start","1753814127848","e_x2","b","NULL","57"
"26904",65,"trials-unk-election","Scale","slider-1","Choice","17","1753814130359","e_x2","b","156","57"
"26905",65,"trials-unk-election","Scale","slider-2","Choice","17","1753814131495","e_x2","b","173","57"
"26906",65,"trials-unk-election","Scale","slider-3","Choice","17","1753814132743","e_x2","b","148","57"
"26907",65,"trials-unk-election","PennController","68","_Trial_","End","1753814133624","e_x2","b","NULL","57"
"26908",66,"trials-unk-election","PennController","69","_Trial_","Start","1753814133625","e_x2","b","NULL","57"
"26909",66,"trials-unk-election","Selector","selection","Selection","correct","1753814134807","e_x2","b","correct;incorrect","57"
"26910",66,"trials-unk-election","PennController","69","_Trial_","End","1753814135368","e_x2","b","NULL","57"
"26911",67,"trials-unk-election","PennController","70","_Trial_","Start","1753814135368","e_x9","b","NULL","57"
"26912",67,"trials-unk-election","Scale","slider-1","Choice","81","1753814137351","e_x9","b","116","57"
"26913",67,"trials-unk-election","Scale","slider-2","Choice","82","1753814138239","e_x9","b","180","57"
"26914",67,"trials-unk-election","Scale","slider-3","Choice","85","1753814138871","e_x9","b","124","57"
"26915",67,"trials-unk-election","PennController","70","_Trial_","End","1753814140152","e_x9","b","NULL","57"
"26916",68,"trials-unk-election","PennController","71","_Trial_","Start","1753814140153","e_x7","b","NULL","57"
"26917",68,"trials-unk-election","Scale","slider-1","Choice","66","1753814142703","e_x7","b","181","57"
"26918",68,"trials-unk-election","Scale","slider-2","Choice","66","1753814143487","e_x7","b","148","57"
"26919",68,"trials-unk-election","Scale","slider-3","Choice","68","1753814144175","e_x7","b","140","57"
"26920",68,"trials-unk-election","PennController","71","_Trial_","End","1753814145464","e_x7","b","NULL","57"
"26921",69,"trials-unk-election","PennController","72","_Trial_","Start","1753814145465","e_x4","b","NULL","57"
"26922",69,"trials-unk-election","Scale","slider-1","Choice","23","1753814147407","e_x4","b","141","57"
"26923",69,"trials-unk-election","Scale","slider-2","Choice","25","1753814148751","e_x4","b","188","57"
"26924",69,"trials-unk-election","Scale","slider-3","Choice","27","1753814149479","e_x4","b","141","57"
"26925",69,"trials-unk-election","PennController","72","_Trial_","End","1753814150664","e_x4","b","NULL","57"
"26926",70,"trials-unk-election","PennController","73","_Trial_","Start","1753814150665","e_x4","b","NULL","57"
"26927",70,"trials-unk-election","Selector","selection","Selection","correct","1753814151775","e_x4","b","correct;incorrect","57"
"26928",70,"trials-unk-election","PennController","73","_Trial_","End","1753814152656","e_x4","b","NULL","57"
"26929",71,"trials-unk-election","PennController","74","_Trial_","Start","1753814152657","e_x6","b","NULL","57"
"26930",71,"trials-unk-election","Scale","slider-1","Choice","56","1753814154439","e_x6","b","148","57"
"26931",71,"trials-unk-election","Scale","slider-2","Choice","53","1753814154895","e_x6","b","108","57"
"26932",71,"trials-unk-election","Scale","slider-3","Choice","58","1753814155655","e_x6","b","140","57"
"26933",71,"trials-unk-election","PennController","74","_Trial_","End","1753814156417","e_x6","b","NULL","57"
"26934",72,"trials-unk-election","PennController","75","_Trial_","Start","1753814156418","e_x1","b","NULL","57"
"26935",72,"trials-unk-election","Scale","slider-1","Choice","9","1753814158239","e_x1","b","157","57"
"26936",72,"trials-unk-election","Scale","slider-2","Choice","10","1753814158943","e_x1","b","140","57"
"26937",72,"trials-unk-election","Scale","slider-3","Choice","13","1753814159479","e_x1","b","140","57"
"26938",72,"trials-unk-election","PennController","75","_Trial_","End","1753814160584","e_x1","b","NULL","57"
"26939",73,"break-2","PennController","18","_Trial_","Start","1753814160585","NULL","","","57"
"26940",73,"break-2","PennController","18","_Trial_","End","1753814161911","NULL","","","57"
"26941",74,"interpretation-A-instruction","PennController","76","_Trial_","Start","1753814161912","NULL","","","57"
"26942",74,"interpretation-A-instruction","PennController","76","_Trial_","End","1753814165616","NULL","","","57"
"26943",75,"interpretation-A-trials","PennController","77","_Trial_","Start","1753814165616","g_p2","b","NULL","57"
"26944",75,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814181864","g_p2","b","Status","57"
"26945",75,"interpretation-A-trials","Scale","interpretation","20%","checked","1753814181864","g_p2","b","Status","57"
"26946",75,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814181864","g_p2","b","Status","57"
"26947",75,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814181864","g_p2","b","Status","57"
"26948",75,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814181864","g_p2","b","Status","57"
"26949",75,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814181864","g_p2","b","Status","57"
"26950",75,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814181864","g_p2","b","Status","57"
"26951",75,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814181864","g_p2","b","Status","57"
"26952",75,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814181864","g_p2","b","Status","57"
"26953",75,"interpretation-A-trials","Scale","interpretation","Choice","20%","1753814180647","g_p2","b","NULL","57"
"26954",75,"interpretation-A-trials","PennController","77","_Trial_","End","1753814181864","g_p2","b","NULL","57"
"26955",76,"interpretation-A-trials","PennController","78","_Trial_","Start","1753814181866","g_p6","b","NULL","57"
"26956",76,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814184248","g_p6","b","Status","57"
"26957",76,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814184248","g_p6","b","Status","57"
"26958",76,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814184248","g_p6","b","Status","57"
"26959",76,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814184248","g_p6","b","Status","57"
"26960",76,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814184248","g_p6","b","Status","57"
"26961",76,"interpretation-A-trials","Scale","interpretation","60%","checked","1753814184248","g_p6","b","Status","57"
"26962",76,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814184248","g_p6","b","Status","57"
"26963",76,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814184248","g_p6","b","Status","57"
"26964",76,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814184248","g_p6","b","Status","57"
"26965",76,"interpretation-A-trials","Scale","interpretation","Choice","60%","1753814183727","g_p6","b","NULL","57"
"26966",76,"interpretation-A-trials","PennController","78","_Trial_","End","1753814184248","g_p6","b","NULL","57"
"26967",77,"interpretation-A-trials","PennController","79","_Trial_","Start","1753814184249","g_p9","b","NULL","57"
"26968",77,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814187856","g_p9","b","Status","57"
"26969",77,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814187856","g_p9","b","Status","57"
"26970",77,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814187856","g_p9","b","Status","57"
"26971",77,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814187856","g_p9","b","Status","57"
"26972",77,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814187856","g_p9","b","Status","57"
"26973",77,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814187856","g_p9","b","Status","57"
"26974",77,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814187856","g_p9","b","Status","57"
"26975",77,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814187856","g_p9","b","Status","57"
"26976",77,"interpretation-A-trials","Scale","interpretation","90%","checked","1753814187856","g_p9","b","Status","57"
"26977",77,"interpretation-A-trials","Scale","interpretation","Choice","90%","1753814187023","g_p9","b","NULL","57"
"26978",77,"interpretation-A-trials","PennController","79","_Trial_","End","1753814187856","g_p9","b","NULL","57"
"26979",78,"interpretation-A-trials","PennController","80","_Trial_","Start","1753814187857","g_p4","b","NULL","57"
"26980",78,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814190704","g_p4","b","Status","57"
"26981",78,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814190704","g_p4","b","Status","57"
"26982",78,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814190704","g_p4","b","Status","57"
"26983",78,"interpretation-A-trials","Scale","interpretation","40%","checked","1753814190704","g_p4","b","Status","57"
"26984",78,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814190704","g_p4","b","Status","57"
"26985",78,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814190704","g_p4","b","Status","57"
"26986",78,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814190704","g_p4","b","Status","57"
"26987",78,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814190704","g_p4","b","Status","57"
"26988",78,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814190704","g_p4","b","Status","57"
"26989",78,"interpretation-A-trials","Scale","interpretation","Choice","40%","1753814189927","g_p4","b","NULL","57"
"26990",78,"interpretation-A-trials","PennController","80","_Trial_","End","1753814190704","g_p4","b","NULL","57"
"26991",79,"interpretation-A-trials","PennController","81","_Trial_","Start","1753814190705","g_p8","b","NULL","57"
"26992",79,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814195032","g_p8","b","Status","57"
"26993",79,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814195032","g_p8","b","Status","57"
"26994",79,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814195032","g_p8","b","Status","57"
"26995",79,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814195032","g_p8","b","Status","57"
"26996",79,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814195032","g_p8","b","Status","57"
"26997",79,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814195032","g_p8","b","Status","57"
"26998",79,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814195032","g_p8","b","Status","57"
"26999",79,"interpretation-A-trials","Scale","interpretation","80%","checked","1753814195032","g_p8","b","Status","57"
"27000",79,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814195032","g_p8","b","Status","57"
"27001",79,"interpretation-A-trials","Scale","interpretation","Choice","80%","1753814193999","g_p8","b","NULL","57"
"27002",79,"interpretation-A-trials","PennController","81","_Trial_","End","1753814195032","g_p8","b","NULL","57"
"27003",80,"interpretation-A-trials","PennController","82","_Trial_","Start","1753814195033","g_p3","b","NULL","57"
"27004",80,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814197608","g_p3","b","Status","57"
"27005",80,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814197608","g_p3","b","Status","57"
"27006",80,"interpretation-A-trials","Scale","interpretation","30%","checked","1753814197608","g_p3","b","Status","57"
"27007",80,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814197608","g_p3","b","Status","57"
"27008",80,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814197608","g_p3","b","Status","57"
"27009",80,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814197608","g_p3","b","Status","57"
"27010",80,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814197608","g_p3","b","Status","57"
"27011",80,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814197608","g_p3","b","Status","57"
"27012",80,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814197608","g_p3","b","Status","57"
"27013",80,"interpretation-A-trials","Scale","interpretation","Choice","30%","1753814197055","g_p3","b","NULL","57"
"27014",80,"interpretation-A-trials","PennController","82","_Trial_","End","1753814197608","g_p3","b","NULL","57"
"27015",81,"interpretation-A-trials","PennController","83","_Trial_","Start","1753814197609","g_p1","b","NULL","57"
"27016",81,"interpretation-A-trials","Scale","interpretation","10%","checked","1753814200632","g_p1","b","Status","57"
"27017",81,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814200632","g_p1","b","Status","57"
"27018",81,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814200632","g_p1","b","Status","57"
"27019",81,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814200632","g_p1","b","Status","57"
"27020",81,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814200632","g_p1","b","Status","57"
"27021",81,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814200632","g_p1","b","Status","57"
"27022",81,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814200632","g_p1","b","Status","57"
"27023",81,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814200632","g_p1","b","Status","57"
"27024",81,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814200632","g_p1","b","Status","57"
"27025",81,"interpretation-A-trials","Scale","interpretation","Choice","10%","1753814199871","g_p1","b","NULL","57"
"27026",81,"interpretation-A-trials","PennController","83","_Trial_","End","1753814200632","g_p1","b","NULL","57"
"27027",82,"interpretation-A-trials","PennController","84","_Trial_","Start","1753814200633","g_p5","b","NULL","57"
"27028",82,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814205064","g_p5","b","Status","57"
"27029",82,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814205064","g_p5","b","Status","57"
"27030",82,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814205064","g_p5","b","Status","57"
"27031",82,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814205064","g_p5","b","Status","57"
"27032",82,"interpretation-A-trials","Scale","interpretation","50%","checked","1753814205064","g_p5","b","Status","57"
"27033",82,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814205064","g_p5","b","Status","57"
"27034",82,"interpretation-A-trials","Scale","interpretation","70%","unchecked","1753814205064","g_p5","b","Status","57"
"27035",82,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814205064","g_p5","b","Status","57"
"27036",82,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814205064","g_p5","b","Status","57"
"27037",82,"interpretation-A-trials","Scale","interpretation","Choice","50%","1753814204087","g_p5","b","NULL","57"
"27038",82,"interpretation-A-trials","PennController","84","_Trial_","End","1753814205064","g_p5","b","NULL","57"
"27039",83,"interpretation-A-trials","PennController","85","_Trial_","Start","1753814205065","g_p7","b","NULL","57"
"27040",83,"interpretation-A-trials","Scale","interpretation","10%","unchecked","1753814216920","g_p7","b","Status","57"
"27041",83,"interpretation-A-trials","Scale","interpretation","20%","unchecked","1753814216920","g_p7","b","Status","57"
"27042",83,"interpretation-A-trials","Scale","interpretation","30%","unchecked","1753814216920","g_p7","b","Status","57"
"27043",83,"interpretation-A-trials","Scale","interpretation","40%","unchecked","1753814216920","g_p7","b","Status","57"
"27044",83,"interpretation-A-trials","Scale","interpretation","50%","unchecked","1753814216920","g_p7","b","Status","57"
"27045",83,"interpretation-A-trials","Scale","interpretation","60%","unchecked","1753814216920","g_p7","b","Status","57"
"27046",83,"interpretation-A-trials","Scale","interpretation","70%","checked","1753814216920","g_p7","b","Status","57"
"27047",83,"interpretation-A-trials","Scale","interpretation","80%","unchecked","1753814216920","g_p7","b","Status","57"
"27048",83,"interpretation-A-trials","Scale","interpretation","90%","unchecked","1753814216920","g_p7","b","Status","57"
"27049",83,"interpretation-A-trials","Scale","interpretation","Choice","70%","1753814209191","g_p7","b","NULL","57"
"27050",83,"interpretation-A-trials","PennController","85","_Trial_","End","1753814216920","g_p7","b","NULL","57"
"27051",84,"interpretation-B-instruction","PennController","86","_Trial_","Start","1753814216921","NULL","","","57"
"27052",84,"interpretation-B-instruction","PennController","86","_Trial_","End","1753814218600","NULL","","","57"
"27053",85,"interpretation-B-trials","PennController","87","_Trial_","Start","1753814218600","e_x4","b","NULL","57"
"27054",85,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1753814225424","e_x4","b","Status","57"
"27055",85,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753814225424","e_x4","b","Status","57"
"27056",85,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753814225424","e_x4","b","Status","57"
"27057",85,"interpretation-B-trials","Scale","interpretation","40%","checked","1753814225424","e_x4","b","Status","57"
"27058",85,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1753814225424","e_x4","b","Status","57"
"27059",85,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1753814225424","e_x4","b","Status","57"
"27060",85,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1753814225424","e_x4","b","Status","57"
"27061",85,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1753814225424","e_x4","b","Status","57"
"27062",85,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753814225424","e_x4","b","Status","57"
"27063",85,"interpretation-B-trials","Scale","interpretation","Choice","40%","1753814222903","e_x4","b","NULL","57"
"27064",85,"interpretation-B-trials","PennController","87","_Trial_","End","1753814225424","e_x4","b","NULL","57"
"27065",86,"interpretation-B-trials","PennController","88","_Trial_","Start","1753814225425","e_x8","b","NULL","57"
"27066",86,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1753814229904","e_x8","b","Status","57"
"27067",86,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753814229904","e_x8","b","Status","57"
"27068",86,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753814229904","e_x8","b","Status","57"
"27069",86,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1753814229904","e_x8","b","Status","57"
"27070",86,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1753814229904","e_x8","b","Status","57"
"27071",86,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1753814229904","e_x8","b","Status","57"
"27072",86,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1753814229904","e_x8","b","Status","57"
"27073",86,"interpretation-B-trials","Scale","interpretation","80%","checked","1753814229904","e_x8","b","Status","57"
"27074",86,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753814229904","e_x8","b","Status","57"
"27075",86,"interpretation-B-trials","Scale","interpretation","Choice","80%","1753814227871","e_x8","b","NULL","57"
"27076",86,"interpretation-B-trials","PennController","88","_Trial_","End","1753814229904","e_x8","b","NULL","57"
"27077",87,"interpretation-B-trials","PennController","89","_Trial_","Start","1753814229905","e_x1","b","NULL","57"
"27078",87,"interpretation-B-trials","Scale","interpretation","10%","checked","1753814233128","e_x1","b","Status","57"
"27079",87,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753814233128","e_x1","b","Status","57"
"27080",87,"interpretation-B-trials","Scale","interpretation","30%","unchecked","1753814233128","e_x1","b","Status","57"
"27081",87,"interpretation-B-trials","Scale","interpretation","40%","unchecked","1753814233128","e_x1","b","Status","57"
"27082",87,"interpretation-B-trials","Scale","interpretation","50%","unchecked","1753814233128","e_x1","b","Status","57"
"27083",87,"interpretation-B-trials","Scale","interpretation","60%","unchecked","1753814233128","e_x1","b","Status","57"
"27084",87,"interpretation-B-trials","Scale","interpretation","70%","unchecked","1753814233128","e_x1","b","Status","57"
"27085",87,"interpretation-B-trials","Scale","interpretation","80%","unchecked","1753814233128","e_x1","b","Status","57"
"27086",87,"interpretation-B-trials","Scale","interpretation","90%","unchecked","1753814233128","e_x1","b","Status","57"
"27087",87,"interpretation-B-trials","Scale","interpretation","Choice","10%","1753814232255","e_x1","b","NULL","57"
"27088",87,"interpretation-B-trials","PennController","89","_Trial_","End","1753814233128","e_x1","b","NULL","57"
"27089",88,"interpretation-B-trials","PennController","90","_Trial_","Start","1753814233129","e_x7","b","NULL","57"
"27090",88,"interpretation-B-trials","Scale","interpretation","10%","unchecked","1753814236208","e_x7","b","Status","57"
"27091",88,"interpretation-B-trials","Scale","interpretation","20%","unchecked","1753814236208","e_x7","b","Status","57"
